Título; Link; 
PADRÃO OURO: desenvolvimento e avaliação de aplicativo móvel sobre aleitamento materno para enfermeiros;http://repositorio.ufpi.br:8080/handle/123456789/3988
SOS MAMA: APLICATIVO MÓVEL PARA PUÉRPERAS QUE VIVENCIAM DIFICULDADES NO ALEITAMENTO MATERNO.;https://tede2.ufma.br/jspui/handle/tede/3453
Desenvolvimento de aplicativo móvel para o acompanhamento pré-natal e validação de conteúdo;https://www.scielo.br/j/ape/a/SktfCs9SXZH7MS9WS3kwf5K/?format=html&lang=pt
Amamentação com amor: um aplicativo móvel para as lactantes;https://ojs.brazilianjournals.com.br/ojs/index.php/BJHR/article/view/62051
Uma ontologia de aplicação e plataforma móvel para acompanhamento e promoção do aleitamento materno;https://scholar.google.com.br/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2025&q=aplicativo+m%C3%B3vel+aleitamento+materno+web&btnG=
Aplicativo móvel GESTASUS para integração da caderneta da gestante à plataforma SISPRENATAL WEB: uma proposta inovadora para integrar dados da rede pública e privada;https://repositorio.ufsc.br/handle/123456789/264490
Hora de mamar!: aplicação mobile & web de acompanhamento alimentar infantil direcionado a pais, cuidadores e profissionais de saúde de bebês de 0 a 12 meses;https://repositorio.unesp.br/entities/publication/9e9390c6-4473-4ff7-887c-15f343f51759
Produção de aplicativo móvel para orientações a mulher no puerpério;https://tede.unioeste.br/handle/tede/5782
Desenvolvimento e validação de aplicativo em saúde no período puerperal;https://repositorio.ufrn.br/items/9c920f6b-5130-43ac-bbe8-b613ad86d8cf
Aplicativo móvel sobre a primeira consulta de enfermagem ao recém-nascido na atenção básica: construção e validação;https://www.teses.usp.br/teses/disponiveis/22/22133/tde-12052022-115550/en.php
Construção de tecnologia m-health para a promoção do aleitamento materno;https://www.periodicos.ufpi.br/index.php/reufpi/article/view/4740
Website para família de crianças não amamentadas: desenvolvimento e validação de conteúdo e de interface;https://www.scielo.br/j/reben/a/LtspQWw4htsbMKM9Z4Krwmz/?lang=pt
AMAR - Aplicativo de Monitoramento, Acompanhamento e Rastreio do desenvolvimento infantil: um estudo de desenvolvimento e validade do conteúdo;https://repositorio.ufrn.br/items/162c2ef4-eacc-439a-954a-bbef09156d0a
Avaliação da usabilidade de um aplicativo móvel como facilitador de acesso a serviços de saúde de atenção à gestante de em uma maternidade no sul do Maranhão;https://repositorio.ufc.br/handle/riufc/58371
Proposta de aplicativo “PuerpérioSEGURO” em plataforma mobile como tecnologia para o cuidado à beira leito;https://tede.ufam.edu.br/handle/tede/7898
Aplicativo “Nasci Bem” para profissionais de saúde e familiares de recém-nascidos: construção, validação e avaliação;https://www.scielo.br/j/rlae/a/dbCTbKNkRFDbtrkpcTbsFZk/?lang=pt#
SABER GESTAR: construção e validação de um aplicativo móvel para educação em saúde no ciclo gravídico-puerperal;http://www.repositorio-bc.unirio.br:8080/xmlui/bitstream/handle/unirio/13225/DISSERTACAO%20MESTRADO%20VANESSA%20GROSSI%20-%20COMPLETA.pdf?sequence=3
DESENVOLVIMENTO DE CONTEÚDO DE TECNOLOGIA MHEALTH PARA O ACOMPANHAMENTO DA CONSULTA PRÉ-NATAL;http://repositorio.ufpi.br:8080/handle/123456789/3281
Construção e validação de uma tecnologia móvel para apoio às mães de recém-nascidos prematuros;https://www.scielo.br/j/reben/a/BDf6xDYL7Bykf6jVPtyhjqM/?lang=pt
Protótipo de Aplicativo Móvel para o Cuidado Pré-Natal no Sistema Único de Saúde;http://200.150.122.211/jspui/handle/23102004/501
SISTEMA ACGEST PARA ASSISTÊNCIA À SAÚDE DE GESTANTES E PUÉRPERAS NA ATENÇÃO PRIMÁRIA;https://interfaces.unileao.edu.br/index.php/revista-interfaces/article/view/1189
Web app for the monitoring of pregnant and puerperal women: technological production.;https://research.ebsco.com/c/ishcff/search/details/qcilauk4xv?db=foh
Development of a mobile application for prenatal care and content validation;https://www.scielo.br/j/ape/a/SktfCs9SXZH7MS9WS3kwf5K/?lang=en
